"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2007-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.0811460000000004,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.92508,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",7.219482,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.392792,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.868073,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-18.377378,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-4.231903,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.460479,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-4.042847,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",4.896881,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.937317,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-2.655121,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2008-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.248137999999999,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.459442,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.573822,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.1138,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.520569,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-12.955961,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-4.816986,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.549622,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.769989,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.381714,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.996308000000001,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-3.586731,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2009-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.522766000000001,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-2.059632,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",5.418488,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.621002,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",6.060883,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-18.747556,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-6.46817,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-2.050232,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-3.621064,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.82077,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.497437,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-4.190735,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2010-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.840637000000001,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.234345,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",5.425659,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-5.100617,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",4.408661,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-16.969297,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-7.049408,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.147796999999997,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-2.187561,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.81247,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.784363,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-5.535065,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2011-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",0.515563999999999,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.121338,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",3.961425,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.440826999999999,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.467682,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-19.170164,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.779694000000003,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",4.212219,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-3.918701,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.74823,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.149353,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-11","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.541321,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2012-12","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",1.3013,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-01","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.0433659999999998,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-02","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",3.826568,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-03","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-5.755982,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-04","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-0.242859000000001,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-05","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-16.970396,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-06","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-7.294342,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-07","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",-1.98404,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-08","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",3.1828,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-09","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",3.611634,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
"geoId/02110","","Juneau City and Borough","DifferenceRelativeToBaseDate2006_Max_Temperature_RCP45","2013-10","NASA_NEXGDDP_Subnational_AggrDiffStats","https://www.nccs.nasa.gov/services/data-collections/land-based-products/nex-gddp","","Celsius","C",2.973358,"Maximum Temperature Projections Compared to 2006 for the RCP 4.5 Climate Model"
